Citation	wID	1830	1837	1840	1841	1879	1920
3 Nephi 1:1	1	Now
3 Nephi 1:1	1.01	⌴
3 Nephi 1:1	2	it
3 Nephi 1:1	2.01	⌴
3 Nephi 1:1	3	came
3 Nephi 1:1	3.01	⌴
3 Nephi 1:1	4	to
3 Nephi 1:1	4.01	⌴
3 Nephi 1:1	5	pass
3 Nephi 1:1	5.01	⌴
3 Nephi 1:1	6	that
3 Nephi 1:1	6.01	⌴
3 Nephi 1:1	7	the
3 Nephi 1:1	7.01	⌴
3 Nephi 1:1	8	ninety
3 Nephi 1:1	8.01	⌴
3 Nephi 1:1	9	and
3 Nephi 1:1	9.01	⌴
3 Nephi 1:1	10	first
3 Nephi 1:1	10.01	⌴
3 Nephi 1:1	11	year
3 Nephi 1:1	11.01	⌴
3 Nephi 1:1	12	had
3 Nephi 1:1	12.01	⌴
3 Nephi 1:1	13	passed
3 Nephi 1:1	13.01	⌴
3 Nephi 1:1	14	away
3 Nephi 1:1	14.01	;
3 Nephi 1:1	14.02	⌴
3 Nephi 1:1	15	and
3 Nephi 1:1	15.01	⌴
3 Nephi 1:1	16	it
3 Nephi 1:1	16.01	⌴
3 Nephi 1:1	17	was
3 Nephi 1:1	17.01	⌴
3 Nephi 1:1	18	six
3 Nephi 1:1	18.01	⌴
3 Nephi 1:1	19	hundred
3 Nephi 1:1	19.01	⌴
3 Nephi 1:1	20	years
3 Nephi 1:1	20.01	⌴
3 Nephi 1:1	21	from
3 Nephi 1:1	21.01	⌴
3 Nephi 1:1	22	the
3 Nephi 1:1	22.01	⌴
3 Nephi 1:1	23	time
3 Nephi 1:1	23.01	⌴
3 Nephi 1:1	24	that
3 Nephi 1:1	24.01	⌴
3 Nephi 1:1	25	Lehi
3 Nephi 1:1	25.01	⌴
3 Nephi 1:1	26	left
3 Nephi 1:1	26.01	⌴
3 Nephi 1:1	27	Jerusalem
3 Nephi 1:1	27.01	;
3 Nephi 1:1	27.02	⌴
3 Nephi 1:1	28	and
3 Nephi 1:1	28.01	⌴
3 Nephi 1:1	29	it
3 Nephi 1:1	29.01	⌴
3 Nephi 1:1	30	was
3 Nephi 1:1	30.01	⌴
3 Nephi 1:1	31	in
3 Nephi 1:1	31.01	⌴
3 Nephi 1:1	32	the
3 Nephi 1:1	32.01	⌴
3 Nephi 1:1	33	year
3 Nephi 1:1	33.01	⌴
3 Nephi 1:1	34	that
3 Nephi 1:1	34.01	⌴
3 Nephi 1:1	35	Lachoneus
3 Nephi 1:1	35.01	⌴
3 Nephi 1:1	36	was
3 Nephi 1:1	36.01	⌴
3 Nephi 1:1	37	the
3 Nephi 1:1	37.01	⌴
3 Nephi 1:1	38	Chief
3 Nephi 1:1	38.01	⌴
3 Nephi 1:1	39	Judge
3 Nephi 1:1	39.01	⌴
3 Nephi 1:1	40	and
3 Nephi 1:1	40.01	⌴
3 Nephi 1:1	41	the
3 Nephi 1:1	41.01	⌴
3 Nephi 1:1	42	governor
3 Nephi 1:1	42.01	⌴
3 Nephi 1:1	43	over
3 Nephi 1:1	43.01	⌴
3 Nephi 1:1	44	the
3 Nephi 1:1	44.01	⌴
